numInputs,numOutputs,maxLevel,const,and,nand,or,nor,not,xor,xnor,buf,const-and,const-nand,const-or,const-nor,const-not,const-xor,const-xnor,const-buf,const-output,and-and,and-nand,and-or,and-nor,and-not,and-xor,and-xnor,and-buf,and-output,nand-and,nand-nand,nand-or,nand-nor,nand-not,nand-xor,nand-xnor,nand-buf,nand-output,or-and,or-nand,or-or,or-nor,or-not,or-xor,or-xnor,or-buf,or-output,nor-and,nor-nand,nor-or,nor-nor,nor-not,nor-xor,nor-xnor,nor-buf,nor-output,not-and,not-nand,not-or,not-nor,not-not,not-xor,not-xnor,not-buf,not-output,xor-and,xor-nand,xor-or,xor-nor,xor-not,xor-xor,xor-xnor,xor-buf,xor-output,xnor-and,xnor-nand,xnor-or,xnor-nor,xnor-not,xnor-xor,xnor-xnor,xnor-buf,xnor-output,buf-and,buf-nand,buf-or,buf-nor,buf-not,buf-xor,buf-xnor,buf-buf,buf-output,input-and,input-nand,input-or,input-nor,input-not,input-xor,input-xnor,input-buf,input-output,reliability_percent
2,2,8,0,5,4,5,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,2,1,1,3,1,0,2,1,0,0,1,0,0,0,2,2,1,0,0,1,1,1,2,0,1,1,0,0,0,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,2,0,0,100
5,10,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0
6,1,9,0,14,9,3,11,10,8,4,0,0,0,0,0,0,0,0,0,0,6,8,2,7,2,2,1,0,1,0,0,1,2,1,3,0,0,0,2,0,0,2,0,0,1,0,0,1,2,0,1,1,2,1,0,0,6,1,2,4,1,4,2,0,0,3,2,0,3,0,1,1,0,0,2,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,0,0
5,9,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
6,2,3,0,0,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0
6,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0
6,7,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0
7,1,5,0,3,2,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,1,0,0,0
7,1,10,0,10,3,7,12,5,3,11,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,0,3,0,1,0,1,1,2,1,0,0,0,0,4,0,0,6,0,1,4,0,0,1,0,4,3,0,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,2,3,0,0,0
5,6,11,0,2,10,10,11,12,13,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,2,2,1,2,2,0,0,0,1,1,3,2,2,4,0,0,0,2,4,3,1,2,0,0,0,0,1,3,4,3,2,6,0,3,2,4,6,3,1,3,2,0,0,0,1,1,2,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,2,3,6,2,0,0,0
1,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,100
6,2,13,0,9,12,18,13,16,8,10,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,1,0,0,0,4,5,2,1,0,4,0,0,4,4,5,4,5,2,5,0,1,3,1,0,1,3,2,2,0,0,2,3,8,4,2,6,1,0,1,3,5,2,6,1,3,2,0,0,0,1,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,6,2,1,2,2,0,0,0
4,9,3,0,0,3,3,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,3,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,1,4,0,0,91.7
3,10,3,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,100
5,2,3,0,2,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,0,0,0
3,2,9,0,4,9,9,9,5,8,9,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,1,5,2,0,1,4,0,0,1,2,3,3,1,4,0,0,0,0,1,2,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,4,3,2,0,1,1,4,0,0,1,3,1,2,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,1,0,0,83.49
5,5,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0
3,4,4,0,2,3,4,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,2,0,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,87.53
6,2,11,0,8,6,11,12,5,6,9,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,2,2,2,1,0,1,1,0,1,2,0,1,5,1,1,5,0,0,2,1,5,7,2,1,2,0,0,0,0,2,0,0,4,2,0,0,1,0,4,5,0,0,1,0,0,2,3,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,5,2,4,2,2,2,0,0,0,0
7,3,13,0,10,14,13,12,7,8,10,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,4,0,2,3,4,5,4,2,2,0,0,0,2,4,2,2,2,1,0,0,1,0,2,2,5,0,1,4,0,0,2,2,1,5,1,4,1,0,0,2,4,3,4,0,3,1,0,0,4,2,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,1,2,4,0,0,0
5,9,10,0,11,6,9,12,9,7,7,0,0,0,0,0,0,0,0,0,0,2,1,5,3,1,4,1,0,3,3,1,1,1,1,0,1,0,0,5,2,1,4,1,1,2,0,1,2,0,2,2,3,5,3,0,0,3,0,2,3,2,3,1,0,0,4,3,3,0,0,0,3,0,0,2,0,0,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,4,4,5,1,0,0,0,0,74.02
4,5,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
7,1,7,0,8,13,9,5,10,9,16,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,2,5,0,0,2,4,2,1,2,2,8,0,0,2,3,4,2,2,3,5,0,0,1,0,0,0,1,2,3,0,0,4,1,2,1,0,0,3,0,1,2,2,3,2,0,1,2,0,0,2,4,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,2,1,0,0,0
6,3,4,0,2,3,2,2,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,2,0,0,1,0,1,0,1,2,2,0,1,1,1,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0
2,5,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,100
4,4,13,0,11,12,13,10,14,10,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,1,3,3,3,3,1,4,0,2,3,4,7,2,3,0,1,0,0,0,3,3,3,1,0,5,0,0,2,4,4,5,1,5,1,0,0,4,2,2,3,2,2,3,0,0,5,3,4,3,2,7,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,1,5,0,0,65.04
5,2,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0
2,6,3,0,2,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,100
3,6,12,0,10,13,12,10,7,12,8,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,3,2,0,6,3,3,1,4,2,6,2,0,0,5,2,5,4,0,2,2,0,0,1,3,2,1,0,1,1,0,0,1,0,1,2,0,3,4,0,0,4,3,5,1,2,3,1,0,0,1,3,4,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,2,3,0,0,0,71.88
3,5,5,0,6,5,5,1,4,2,4,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,2,1,2,1,0,1,0,2,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,2,0,0,95.03
1,8,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100
2,8,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,100
5,2,6,0,1,3,3,5,3,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0,3,0,0,0
2,1,8,0,5,7,4,7,5,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,3,0,0,2,4,0,2,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,2,0,0,1,0,1,3,3,1,1,1,0,0,3,3,2,2,0,2,2,0,0,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,2,3,0,0,0
5,1,5,0,4,4,5,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,1,0,0,0,0,2,1,0,1,2,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,0,0,0,0,0
4,5,6,0,2,7,6,10,5,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,4,5,0,1,2,0,1,2,2,0,2,1,0,0,0,0,0,3,4,3,0,3,1,0,3,0,1,2,2,1,0,1,0,1,0,1,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,2,0,0,0,87.53
8,6,8,0,2,8,13,12,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,3,3,0,1,0,1,4,3,0,5,6,0,3,0,4,6,5,1,5,5,0,0,2,3,0,3,1,1,1,0,1,0,1,1,2,1,0,1,0,1,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,4,0,0,0
10,6,4,0,9,2,5,7,10,6,10,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,3,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2,0,0,4,0,0,4,0,0,1,1,0,3,0,1,1,0,1,1,1,1,4,0,1,3,0,2,4,2,2,2,0,0,3,0,0,2,0,1,3,0,3,0,0,0,0,0,0,0,0,0,2,1,3,1,6,5,0,0,0,0
5,3,8,0,8,6,9,7,10,10,8,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,3,0,1,2,0,1,0,1,2,2,0,0,1,4,0,1,0,4,3,0,0,2,5,2,5,0,2,1,0,0,2,2,2,3,3,5,1,0,1,1,1,5,0,1,3,2,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,2,0,0,58.53
5,3,6,0,3,8,4,5,3,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,4,0,2,0,1,1,0,0,0,3,0,3,0,1,3,0,0,1,1,2,1,1,1,1,0,1,1,2,0,0,0,3,0,0,0,1,1,1,2,0,1,2,0,0,2,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0
3,3,7,0,6,9,12,10,9,13,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,1,1,0,0,1,1,3,0,0,0,0,6,3,4,0,2,3,0,0,2,2,3,1,2,3,4,0,0,0,2,2,1,0,1,1,0,0,4,3,8,3,3,5,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,4,1,0,0,83.31
4,4,7,0,8,1,6,6,7,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,1,2,0,2,1,0,0,1,1,2,1,0,0,3,0,1,5,0,3,2,2,2,1,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,2,0,0,55.9
6,3,6,0,7,3,2,5,4,3,6,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,0,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4,1,0,2,0,1,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0
5,6,7,0,6,7,5,3,4,6,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,2,1,0,0,2,1,1,1,0,2,0,0,1,1,0,1,2,0,1,1,0,2,0,2,1,1,0,1,1,0,0,1,0,3,0,1,2,1,0,0,0,3,1,1,1,1,2,0,2,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1,0,0,0,0,66.15
6,3,4,0,12,13,5,11,8,10,7,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1,3,3,0,0,4,7,1,6,1,2,4,0,0,0,1,0,1,2,1,0,0,0,2,4,1,4,0,2,2,0,0,2,0,1,0,1,0,0,0,3,3,6,1,3,1,3,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,6,2,0,0,0
5,6,7,0,6,6,4,4,9,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,3,2,0,0,0,2,0,0,1,1,0,0,5,2,0,0,1,0,1,1,0,1,2,1,0,0,1,0,2,0,0,1,5,1,1,2,1,1,0,0,0,1,2,0,1,1,0,0,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,2,2,0,0,46.62
4,4,7,0,6,4,7,4,4,2,7,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,0,2,1,2,2,2,0,0,2,0,0,1,1,2,1,2,1,1,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,1,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,3,0,0,56.41
5,6,6,0,2,4,2,6,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,2,2,0,0,0,1,0,1,0,1,0,1,2,0,0,0,1,0,0,0,1,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,2,0,0,0,74.81
2,4,3,0,1,1,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,87.3
6,2,13,0,9,12,18,13,16,8,10,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,1,0,0,0,4,5,2,1,0,4,0,0,4,4,5,4,5,2,5,0,1,3,1,0,1,3,2,2,0,0,2,3,8,4,2,6,1,0,1,3,5,2,6,1,3,2,0,0,0,1,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,6,2,1,2,2,0,0,0
4,4,7,0,8,4,10,5,5,8,6,0,0,0,0,0,0,0,0,0,0,5,3,3,1,1,3,5,0,0,1,1,1,1,0,1,1,0,0,4,0,4,2,0,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,4,0,1,0,1,0,2,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,5,0,0,0,0
7,10,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0
4,8,6,0,1,5,5,4,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,3,4,0,1,1,0,1,1,1,1,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,1,2,2,3,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,2,2,0,0,0
3,7,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,100
4,3,13,0,11,7,10,7,9,13,11,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,3,3,0,2,1,1,1,0,0,3,5,0,0,2,2,1,3,1,2,3,0,0,1,0,0,1,0,0,0,0,0,3,1,3,3,1,4,1,0,1,6,2,5,1,2,0,4,0,0,3,2,4,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,0
5,3,11,0,6,12,9,9,12,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,6,4,4,4,4,3,0,0,1,4,1,1,1,1,2,0,0,3,1,1,1,2,3,2,0,0,2,5,2,2,1,3,4,0,2,1,1,3,6,0,4,1,0,0,2,1,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,4,0,0,0,0
5,10,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
6,1,9,0,7,7,10,4,3,3,8,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,2,4,3,2,0,4,1,0,0,2,1,3,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,3,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0,5,0,0,0
5,4,7,0,5,5,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,1,1,3,1,0,1,0,2,1,0,0,1,0,2,3,0,2,0,0,0,0,1,1,1,0,0,3,2,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,0,0
10,4,3,0,4,3,5,2,6,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,1,6,0,0,1,0,1,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,3,0,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,5,0,0,0,0,0
2,6,6,0,1,0,2,1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,3,0,2,0,0,1,0,2,4,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,0,0,100
6,1,6,0,6,5,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,2,0,0,0,0
5,6,7,0,6,6,4,4,9,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,3,2,0,0,0,2,0,0,1,1,0,0,5,2,0,0,1,0,1,1,0,1,2,1,0,0,1,0,2,0,0,1,5,1,1,2,1,1,0,0,0,1,2,0,1,1,0,0,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,2,2,0,0,46.62
4,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
6,2,6,0,3,2,4,9,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,3,0,2,0,0,1,0,1,2,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,2,2,0,0,0
